time,titles,tags
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","10 дней за ноль рублей. Россиянин рассказал, как бесплатно посетить Израиль и что там посмотреть","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=14, tm_min=21, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",За Владимира Путина в Иркутской области проголосовали почти 84% избирателей,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=13, tm_min=41, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",Экс-помощник депутата думы Красноштанова предстанет перед судом из-за школы на Багратиона — почему,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=13, tm_min=29, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",Лавина накрыла группу туристов на Камчатке,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","«Всё здесь сделано руками моей семьи»: как учительница, мать восемнадцати детей не дает развалиться крохотной сельской школе","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=12, tm_min=5, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","Охотничий стиль, панорама на седьмом этаже и легкомысленная Франция. Какие рестораны Иркутска претендуют на особый гастро-статус в Сибири","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=12, tm_min=0, tm_sec=59, tm_wday=0, tm_yday=78, tm_isdst=-1)",Водителям разрешили обгонять паровозиком. Но почему так лучше не делать,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","Кто напоит Россию молоком и кому достанется Danone? Эксперты — о том, что происходит на рынке с транснациональными компаниями","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=10, tm_min=6, tm_sec=34, tm_wday=0, tm_yday=78, tm_isdst=-1)",Оставила детей ради зека. Москвичка стала ждулей ради осуждённого на 15 лет из Бодайбо ­– её историю рассказали в реалити-шоу,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","Даже учителя географии не ответят на все 10 вопросов этого теста. Думаете, у вас получится?","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=9, tm_min=7, tm_sec=20, tm_wday=0, tm_yday=78, tm_isdst=-1)",ЦИК обработала 96% бюллетеней: результаты выборов президента,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","На скорой разрешат работать медикам без профильного образования. Разбираемся, к чему это приведет","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=8, tm_min=49, tm_sec=16, tm_wday=0, tm_yday=78, tm_isdst=-1)",Россия жгла на Масленицу: как мы отметили такой любимый (и такой странный) праздник: 25 фото со всей страны,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=8, tm_min=48, tm_sec=17, tm_wday=0, tm_yday=78, tm_isdst=-1)",Награждён посмертно. Уроженец Иркутска Александр Соболев погиб на Украине,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=8, tm_min=10, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",«Самые вкусные пирожки — у меня!» В Иркутске выбрали лучшую пекарню,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=8, tm_min=0, tm_sec=31, tm_wday=0, tm_yday=78, tm_isdst=-1)","10 лет прошло после референдума о присоединении Крыма. 13 фото события, которое изменило историю","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=7, tm_min=45, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",Дворец с прудом и домик рядом с будущим аэропортом. Выбираем деревню для переезда из Иркутска,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=7, tm_min=0, tm_sec=35, tm_wday=0, tm_yday=78, tm_isdst=-1)",Путин рассказал о планах создать защитную «санитарную зону» на территории Украины,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=6, tm_min=40, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)","Про СВО, переговоры и кадровые решения: главные заявления Путина после первых итогов голосования","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=6, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",«Печальное событие». Путин прокомментировал смерть Алексея Навального,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=4, tm_min=30, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",ЦИК подводит первые итоги: как прошел третий день голосования на выборах президента,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=3, tm_min=55, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",ЦИК обработала половину протоколов: как распределяются голоса,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=3, tm_min=17, tm_sec=22, tm_wday=0, tm_yday=78, tm_isdst=-1)",В Иркутской области Путин лидирует на выборах президента России — он набирает больше 80% голосов,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=2, tm_min=30, tm_sec=0, tm_wday=0, tm_yday=78, tm_isdst=-1)",Под обстрелом в Белгороде погибла 16-летняя девушка: главные новости 17 марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=18, tm_hour=2, tm_min=6, tm_sec=27, tm_wday=0, tm_yday=78, tm_isdst=-1)",В России закончились выборы президента. Первые итоги,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=22, tm_min=47, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",«Давайте людям мороженое и бесплатный чай». Приангарье вошло в число аутсайдеров в СФО по явке избирателей на выборах президента,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=22, tm_min=17, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Снег и ветер в начале недели, а потом потепление. Синоптики дали прогноз погоды в Иркутске","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=21, tm_min=39, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",«Нам еще работать в этой стране». Зачем и как иркутяне голосовали на выборах президента России,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=21, tm_min=35, tm_sec=2, tm_wday=6, tm_yday=77, tm_isdst=-1)",Вдохновлялись сериалом про мафию и хотели взорвать Слюдянку. Как полиции удалось остановить жестокую иркутскую банду,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Да, моя госпожа! Откровения Марлен из интим-услуг, зарабатывающей десятки тысяч на унижении топ-менеджеров и бизнесменов","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=18, tm_min=30, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Покупаем цветы и не зовем гостей. Что сделать в первый день Великого поста, чтобы привлечь удачу (приметы)","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","«Каждый раз, когда я заводил друга, он умирал»: история мужчины, который 72 года провел в железной капсуле","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Есть только одна причина, по которой крабовые палочки должны быть в вашем рационе","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=16, tm_min=50, tm_sec=4, tm_wday=6, tm_yday=77, tm_isdst=-1)","Идеальные хачапури для ленивых и худеющих! Показываем, как за 15 минут приготовить легкий завтрак для всей семьи","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=16, tm_min=0, tm_sec=46, tm_wday=6, tm_yday=77, tm_isdst=-1)",За ходом выборов в России следят больше тысячи международных наблюдателей,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",Значения этих 10 умных слов все постоянно путают. И вы тоже?,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=15, tm_min=56, tm_sec=1, tm_wday=6, tm_yday=77, tm_isdst=-1)",Частичка Питера в маленьком сибирском городке. Новая серия «Непарадного» про соседний Ангарск,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=15, tm_min=30, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Еда — бесплатно, кресло — общее. Как россияне годами живут на ж/д вокзале и почему не хотят оттуда уезжать","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","«Такая жизнь хуже любой смерти». История главаря банды налетчиков Мишки Слепого, державшего в страхе всю столицу","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","«Девочка хотела внимания и любви, а не секса». Врачи — о скандале с групповым изнасилованием 11-летней школьницы","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Не буду бросать, а то растолстею: как перестать курить и не набрать вес — советы врачей","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=12, tm_min=15, tm_sec=43, tm_wday=6, tm_yday=77, tm_isdst=-1)",Никита Кологривый закатил скандал в Новосибирске,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=12, tm_min=0, tm_sec=24, tm_wday=6, tm_yday=77, tm_isdst=-1)",На последних киловаттах: тянем на Tesla Model 3 по трассе до зарядной станции (и находим сломанную),"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=11, tm_min=41, tm_sec=31, tm_wday=6, tm_yday=77, tm_isdst=-1)","Попарился в баньке и попробовал блинов. Сергей Безруков показал, как проводит время в Иркутске — фото и видео","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","«Она приходит к нему во снах»: родители и адвокат подростка, обвиняемого в поджоге школьницы в Пермском крае, впервые дали интервью","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=10, tm_min=22, tm_sec=11, tm_wday=6, tm_yday=77, tm_isdst=-1)","Много работать, экспериментировать и не выходить замуж. Нумеролог рассказала, что можно и чего нельзя делать в 2024 году","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",Хуже горькой редьки: врачи назвали 5 самых вредных овощей,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=9, tm_min=26, tm_sec=55, tm_wday=6, tm_yday=77, tm_isdst=-1)",Беспилотники атаковали нефтеперерабатывающий завод в Краснодарском крае. Вспыхнул пожар,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=9, tm_min=10, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Покупали семена, играли в шахматы, а потом пришёл батюшка. В Приангарье завершились выборы президента","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",«За три миллиона — только сарай». Сколько стоит домик у моря в Крыму и как изменились цены на недвижимость за 10 «российских» лет,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=8, tm_min=1, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)","Третий, финальный. В Иркутской области начался заключительный день выборов президента России","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",Какой будет погода весной: узнаём по приметам на Масленицу,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=3, tm_min=45, tm_sec=0, tm_wday=6, tm_yday=77, tm_isdst=-1)",На выборы президента пришли 58% избирателей и Иосиф Сталин: итоги второго дня голосования,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=17, tm_hour=1, tm_min=45, tm_sec=47, tm_wday=6, tm_yday=77, tm_isdst=-1)",В Белгородской области из-за массовых обстрелов закроют школы и ТЦ: главные новости 16 марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=21, tm_min=35, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","Не дотянули до половины. Явка на выборы президента России в Приангарье к концу второго дня составила 46,86%","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=20, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Может, вам еще анализы показать?!»: рождение дочери у 78-летнего Петросяна вызвало скандал","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=20, tm_min=20, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","Уходи, зима! В Иркутске несколько тысяч человек отпраздновали Масленицу — фото","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=20, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Второй день выборов президента подошел к концу. В Иркутской области закрылись избирательные участки,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=19, tm_min=11, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Почти завоевал золото Олимпиады и фигуристку Алину Загитову. Как парень из Ангарска Дмитрий Воронков стал звездой хоккея,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=19, tm_min=4, tm_sec=49, tm_wday=5, tm_yday=76, tm_isdst=-1)",Неожиданно и жестко: с шоу «Голос» выставили автора гимна «Пацанок» и протеже Тимати,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Как с креста снятая». Россияне раскритиковали внешность модели Водяновой, которая вышла в свет с мужем-миллиардером","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","От Марокко до Бразилии: два россиянина проплыли 5 тысяч км на б/у катамаране — смотрите, как это было","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Женщина-вамп или девочка-конфетка? Что носить весной-2024 — изучаем 12 ярких трендов сезона,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=16, tm_min=27, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Памятный сувенир!» Житель Чунского за 20 тысяч рублей продает конфетку, которую ему вручили на выборах президента","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Из синего чулка — в ослепительную красотку: как изменилась «папина дочка» Лиза Арзамасова,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=15, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Пока не увидела вывески ушедших брендов, не поняла, что скучаю»: россиянка — о шопинге в Дубае","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=15, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Почти 30 лет назад на Урале нашли загадочное существо. Его тайна до сих пор не раскрыта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","Пришла за пенсией, но денег не увидела. Иркутянка не смогла получить пенсию из-за мошенничества работников почты","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=13, tm_min=43, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Всё, хана»: беспилотники атаковали два завода в Самарской области","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=13, tm_min=30, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",«Однажды чаевыми оставили квартиру»: официанты рассказали о сумасшедших доходах и 16-часовом рабочем дне,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Давай не сегодня? Почему пропадает желание заниматься сексом и как его вернуть,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=12, tm_min=52, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Цифровое телевидение будет работать с перебоями в 11 районах Иркутской области с 20 по 22 марта,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=12, tm_min=6, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Актер Сергей Безруков проголосовал на выборах в Иркутске. Сегодня он сыграет в спектакле в музтеатре,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=11, tm_min=17, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","Мост исчез, вместо храма — жилье. Как изменилась Цесовская набережная в Иркутске за 100 лет?","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=11, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",«Девальвация — самый простой способ». Прогнозы экономистов на курс рубля после 18 марта могут вас удивить,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","«Мне нравятся энергия и сила духа иркутян»: Виктория Райдос — о новом шоу «Экстрасенсы. Реванш», духах рода и силе Байкала","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Без секса женщина быстро состарится и у нее выпадет матка. Так ли это? Разбираемся с врачом,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=9, tm_min=27, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Маршрутки из аэропорта до ж/д вокзала уберут с улицы Карла Маркса в Иркутске — показываем новый маршрут,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=9, tm_min=10, tm_sec=44, tm_wday=5, tm_yday=76, tm_isdst=-1)","Безруков голосовал в Иркутске, Долина — в Братске. Как прошёл второй день выборов президента","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)","Перекрыли поток. В России пропало лекарство, которое часто используют для остановки кровотечений","{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
"time.struct_time(tm_year=2024, tm_mon=3, tm_mday=16, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=76, tm_isdst=-1)",Выбираем президента: в Иркутской области открылись избирательные участки во второй день голосования,"{'rubrics': ' Экономика ', 'theme': ' Кризис-2024 ', 'format': ' Эксперт '}"
